"code","label","level"
"40 16 29","Fluorine Gas Piping",4
"40 16 33","Hydrogen Sulfide Gas Piping",4
"40 16 36","Nitrous-Oxide Gas Process Piping",4
"40 16 37","Oxygen Gas Process Piping",4
"40 16 39","Ozone Gas Process Piping",4
"40 16 43","Phosphine Gas Piping",4
"40 16 46","Silane Gas Piping",4
"40 16 49","Sulfur-Dioxide Gas Piping",4
"40 16 53","Specialty Gas Mixtures Piping",4
"40 16 56","High-Purity Gas Piping Components",4
"40 17 00","Welding and Cutting Gases Piping",3
"40 17 13","Acetylene Welding and Cutting Piping",4
"40 17 16","Acetylene-Hydrogen Mix Welding and Cutting Piping",4
"40 17 19","Methylacetylene-Propadiene Welding and Cutting Piping",4
"40 17 23","Oxygen Welding and Cutting Piping",4
"40 17 26","Inert Gas Welding and Cutting Piping",4
"40 18 00","Vacuum Systems Process Piping",3
"40 18 13","Low-Vacuum Systems Process Piping",4
"40 18 23","Chlorine Gas Vacuum System Piping",4
"40 18 53","High-Vacuum Systems Process Piping",4
"40 20 00","Liquids Process Piping",2
"40 21 00","Liquid Fuel Process Piping",3
"40 21 13","Bio Fuels Process Piping",4
"40 21 13.13","Bioalcohols Process Piping",5
"40 21 13.23","Biodiesel Fuel Process Piping",5
"40 21 13.26","Green Diesel Fuel Process Piping",5
"40 21 13.33","Biomass-to-Liquid (BTL) Fuel Process Piping",5
"40 21 13.43","Gas-to-Liquid (GTL) Fuel Process Piping",5
"40 21 16","Gasoline Process Piping",4
"40 21 19","Diesel Process Piping",4
"40 21 23","Fuel-Oils Process Piping",4
"40 21 23.13","No. 1 Fuel-Oil Process Piping",5
"40 21 23.23","No. 2 Fuel-Oil Process Piping",5
"40 21 23.26","Kerosene Process Piping",5
"40 21 23.29","Tar Fuels Process Piping",5
"40 21 23.43","No. 4 Fuel-Oil Process Piping",5
"40 21 23.53","No. 5 Fuel-Oil Process Piping",5
"40 21 23.63","No. 6 Fuel-Oil Process Piping",5
"40 22 00","Petroleum Products Piping",3
"40 22 10","Heavy-Fractions Petroleum Products Piping",4
"40 22 13","Liquefied Petroleum Gas (LPG) Process Piping",4
"40 22 16","Lubricating Oils Process Piping",4
"40 22 23","Petrochemicals Process Piping",4
"40 22 50","Light-Fractions Petroleum Products Piping",4
"40 23 00","Water and Wastewater Process Piping",3
"40 23 13","Deionized Water Process Piping",4
"40 23 16","Distilled-Water Process Piping",4
"40 23 19","Non-Potable Plant Water Process Piping",4
"40 23 23","Potable Water Process Piping",4
"40 23 29","Recirculated Water Process Piping",4
"40 23 33","Reverse-Osmosis Water Process Piping",4
"40 23 40","Sanitary Wastewater Process Piping",4
"40 23 41","Grit Process Piping",4
"40 23 43","Scum and Floatables Process Piping",4
"40 23 44","Primary Sludge Process Piping",4
"40 23 46","Waste Sludge Process Piping",4
"40 23 48","Thickened Sludge Process Piping",4
"40 24 00","Specialty Liquid Chemicals Piping",3
"40 24 13","Alcohol Piping",4
"40 24 14","Liquid Chlorine and Sodium Hypochlorite Piping",4
"40 24 16","Gel Piping",4
"40 24 19","Slurries Process Piping",4
"40 24 23","Thixotropic Liquid Piping",4
"40 25 00","Liquid Acids and Bases Piping",3
"40 25 10","Liquid Acids Piping",4
"40 25 50","Liquid Bases Piping",4
"40 26 00","Liquid Polymer Piping",3
"40 30 00","Solid and Mixed Materials Piping and Chutes",2
"40 32 00","Bulk Materials Piping and Chutes",3
"40 32 10","Abrasive Materials Piping and Chutes",4
"40 32 50","Nonabrasive Materials Piping and Chutes",4
"40 33 00","Bulk Materials Valves",3
"40 33 13","Airlock Bulk Materials Valves",4
"40 33 16","Blind Bulk Materials Valves",4
"40 33 26","Diverter Bulk Materials Valves",4
"40 33 29","Double or Single Dump Bulk Materials Valves",4
"40 33 39","Swing Bulk Materials Valves",4
"40 33 43","Specialty Bulk Materials Valves",4
"40 34 00","Pneumatic Conveying Lines",3
"40 34 10","Dense Phase Pneumatic Conveying Lines",4
"40 34 50","Dilute Phase Pneumatic Conveying Lines",4
"40 40 00","Process Piping and Equipment Protection",2
"40 41 00","Process Piping and Equipment Heat Tracing",3
"40 41 13","Process Piping Heat Tracing",4
"40 41 13.13","Process Piping Electrical Resistance Heat Tracing",5
"40 41 13.16","Process Piping Electrical Conductance Heat Tracing",5
"40 41 13.19","Process Piping Gas Heat Tracing",5
"40 41 13.23","Process Piping Steam Heat Tracing",5
"40 41 13.26","Process Piping Thermal Fluids Heat Tracing",5
"40 41 23","Process Equipment Heat Tracing",4
"40 41 23.13","Process Equipment Electrical Resistance Heat Tracing",5
"40 41 23.16","Process Equipment Electrical Conductance Heat Tracing",5
"40 41 23.19","Process Equipment Gas Heat Tracing",5
"40 41 23.23","Process Equipment Steam Heat Tracing",5
"40 41 23.26","Process Equipment Thermal Fluids Heat Tracing",5
"40 42 00","Process Piping and Equipment Insulation",3
"40 42 13","Process Piping Insulation",4
"40 42 13.13","Cryogenic Temperature Process Piping Insulation",5
"40 42 13.16","Low Temperature Process Piping Insulation",5
"40 42 13.19","Intermediate Temperature Process Piping Insulation",5
"40 42 13.23","High Temperature Process Piping Insulation",5
"40 42 13.26","Process Piping Insulation for Specialty Applications",5
"40 42 23","Process Equipment Insulation",4
"40 42 23.13","Cryogenic Temperature Process Equipment Insulation",5
"40 42 23.16","Low Temperature Process Equipment Insulation",5
"40 42 23.19","Intermediate Temperature Process Equipment Insulation",5
"40 42 23.23","High Temperature Process Equipment Insulation",5
"40 42 23.26","Process Equipment Insulation for Specialty Applications",5
"40 46 00","Process Corrosion Protection",3
"40 46 16","Coatings and Wrappings for Process Corrosion Protection",4
"40 46 42","Cathodic Process Corrosion Protection",4
"40 47 00","Refractories",3
"40 47 13","Silica Refractories",4
"40 47 16","Alumina Refractories",4
"40 47 19","Carbon and Graphite Refractories",4
"40 47 23","Castable Refractories",4
"40 47 26","Rammed Refractories",4
"40 47 29","Refractory Concrete",4
"40 60 00","Process Control and Enterprise Management Systems",2
"40 61 00","Process Control and Enterprise Management Systems General Provisions",3
"40 61 13","Process Control System General Provisions",4
"40 61 16","Enterprise Management System General Provisions",4
"40 61 21","Process Control System Testing",4
"40 61 26","Process Control System Training",4
"40 61 93","Process Control System Input/Output List",4
"40 61 96","Process Control Descriptions",4
"40 62 00","Computer System Hardware and Ancillaries",3
"40 62 13","Server Computers",4
"40 62 16","Operator Workstation Computers",4
"40 62 19","Industrial Computers",4
"40 62 21","Desktop Computers",4
"40 62 23","Mobile Computers",4
"40 62 26","Laptop Computers",4
"40 62 29","Tablet Computers and Mobile Devices",4
"40 62 33","Printers",4
"40 62 43","Large Display Screens",4
"40 62 63","Operator Interface Terminals (OIT)",4
"40 63 00","Control System Equipment",3
"40 63 13","Distributed Process Control Systems",4
"40 63 43","Programmable Logic Controllers",4
"40 63 83","Remote Terminal Units",4
"40 66 00","Network and Communication Equipment",3
"40 66 13","Switches and Routers",4
"40 66 16","Firewall Hardware",4
"40 66 19","Media Converters",4
"40 66 23","Frame Relay Equipment",4
"40 66 26","Device Network Equipment",4
"40 66 33","Metallic and Fiber-Optic Communication Cabling and Connectors",4
"40 66 36","Process Instrumentation Networks",4
"40 66 43","Wireless Network Systems",4
"40 66 53","Multiple Address Radio Equipment",4
"40 66 56","Point-to-Point Radio Equipment",4
"40 66 63","Antennas",4
"40 66 66","Monopoles and Towers",4
"40 66 73","Satellite Communication Equipment",4
"40 67 00","Control System Equipment Panels and Racks",3
"40 67 13","Computer Equipment Racks",4
"40 67 16","Free-Standing Panels",4
"40 67 19","Wall-Mounted Panels",4
"40 67 23","Control System Consoles",4
"40 67 33","Panel Wiring",4
"40 67 63","Control Panel-Mounted Uninterruptible Power Supply",4
"40 68 00","Process Control Software",3
"40 68 13","Process Control (HMI) Software",4
"40 68 23","Reporting Software",4
"40 68 26","Online Performance Monitoring Systems Software",4
"40 68 33","Maintenance Management Software",4
"40 68 36","Laboratory Information System Software",4
"40 68 39","Energy Management Software",4
"40 68 43","Load Management Software",4
"40 68 63","Configuration of HMI Software",4
"40 68 66","Programming of Controller Software",4
"40 68 93","Computer Operating Systems Software",4
"40 69 00","Packaged Control Systems",3
"40 69 13","Control System Simulators",4
"40 69 23","Burner Management Systems",4
"40 69 26","Safety Instrumented Control Systems",4
"40 69 33","Fire and Gas Monitoring/Protection Systems for Industrial Applications",4
"40 70 00","Instrumentation for Process Systems",2
"40 71 00","Flow Measurement",3
"40 71 13","Magnetic Flow Meters",4
"40 71 13.13","Inline Magnetic Flow Meters",5
"40 71 13.23","Insertion-Type Magnetic Flow Meters",5
"40 71 23","Differential Pressure-Type Flow Meters",4
"40 71 23.13","Venturi Flow Meters",5
"40 71 23.16","Flow Tubes",5
"40 71 23.19","Flow Nozzle-Type Flow Meters",5
"40 71 23.23","Orifice Plate Flow Meters",5
"40 71 23.26","Integral Orifice Flow Meters",5
"40 71 23.29","Orifice Meter Runs",5
"40 71 23.33","Elbow Flow Meters",5
"40 71 23.36","Pitot Tube and Averaging Pitot Flow Meters",5
"40 71 23.39","V-Cone Flow Meters",5
"40 71 23.43","Differential Pressure-Type Flow Transmitters",5
"40 71 23.46","Flow Computers",5
"40 71 33","Propeller Flow Meters",4
"40 71 36","Turbine Flow Meters",4
"40 71 43","Variable Area Flow Meters",4
"40 71 46","Target Flow Meters",4
"40 71 49","Vortex-Shedding Flow Meters",4
"40 71 53","Positive Displacement Flow Meters",4
"40 71 63","Doppler Flow Meters",4
"40 71 66","Transit Time Flow Meters",4
"40 71 69","Open Channel Flow Meters",4
"40 71 73","Coriolis Flow Meters",4
"40 71 76","Thermal Flow Meters",4
"40 71 79","Flow Switches",4
"40 71 83","Sight Flow Indicators",4
"40 71 86","Flow Metering Weirs",4
"40 72 00","Level Measurement",3
"40 72 13","Ultrasonic Level Meters (Continuous and Point-Type)",4
"40 72 23","Radar Level Meters",4
"40 72 26","Laser Level Meters",4
"40 72 29","Nuclear Level Meters",4
"40 72 33","Capacitance Type Level Meters (Continuous and Point Type)",4
"40 72 36","RF Admittance Level Meters (Continuous and Point Type)",4
"40 72 43","Pressure and Differential Pressure Type Level Meters",4
"40 72 46","Bubbler Systems",4
"40 72 53","Magnetic and Magnetostrictive Level Meters",4
"40 72 63","Displacement-Type Level Meters",4
"40 72 73","Sight Level Gauges",4
"40 72 76","Level Switches",4
"40 72 83","Leak Detection Systems",4
"40 73 00","Pressure, Strain, and Force Measurement",3
"40 73 13","Pressure and Differential Pressure Gauges",4
"40 73 16","Manometers",4
"40 73 23","Absolute-Pressure Transmitters",4
"40 73 26","Gauge-Pressure Transmitters",4
"40 73 29","Differential Pressure Transmitters",4
"40 73 33","Multi-Variable Pressure/Temperature Transmitters",4
"40 73 36","Pressure and Differential Pressure Switches",4
"40 73 43","Force Measurement Devices",4
"40 73 46","Load Cells",4
"40 73 53","Torque Measurement Devices",4
"40 73 63","Diaphragm Seals",4
"40 74 00","Temperature Measurement",3
"40 74 13","Resistance Temperature Devices",4
"40 74 16","Thermocouples",4
"40 74 23","Radiation Pyrometers",4
"40 74 33","Thermistors",4
"40 74 36","Diode Temperature Measurement Devices",4
"40 74 43","Bimetallic Thermometers",4
"40 74 46","Fluid Expansion Thermometers",4
"40 74 49","Change-of-State Temperature Measurement Devices",4
"40 74 53","Cryogenic Temperature Sensors",4
"40 74 63","Temperature Transmitters",4
"40 74 66","Temperature Switches",4
"40 74 69","Thermowells, Protection Tubes, and Test Thermowells",4
"40 75 00","Process Liquid Analytical Measurement",3
"40 75 05","Multi-Parameter Analyzer Systems",4
"40 75 13","pH/ORP Analyzers",4
"40 75 16","Conductivity Analyzers",4
"40 75 19","Moisture Analyzers",4
"40 75 21","Chlorine Analyzers",4
"40 75 21.13","Free-Chlorine Analyzers",5
"40 75 21.23","Residual-Chlorine Analyzers",5
"40 75 23","Chlorine Dioxide Analyzer",4
"40 75 26","Dissolved Chlorine Dioxide Analyzers",4
"40 75 29","Dissolved Ammonia Analyzers",4
"40 75 33","Fluoride Analyzers",4
"40 75 43","Dissolved Oxygen Analyzers",4
"40 75 46","Dissolved Ozone Analyzers",4
"40 75 53","Turbidity Analyzers",4
"40 75 56","Suspended Solids/Sludge Density Analyzers",4
"40 75 59","Liquid Density Analyzers",4
"40 75 63","Monochloramine Analyzers",4
"40 75 66","Nitrogen Analyzers",4
"40 75 69","Phosphorous Analyzers",4
"40 75 73","Particle Counters",4
"40 75 76","Total Organic Carbon Analyzers",4
"40 75 79","Total Organics Analyzers",4
"40 75 83","Hardness Analyzers",4
"40 75 86","Alkalinity Analyzer",4
"40 76 00","Process Gas Analytical Measurement",3
"40 76 05","Continuous Emissions Monitoring Systems",4
"40 76 13","Oxygen Gas Analyzers",4
"40 76 16","Ozone Analyzers",4
"40 76 23","Combustible Gas Monitors",4
"40 76 26","Chlorine Gas Analyzers",4
"40 76 29","Ammonia Gas Analyzers",4
"40 76 33","Hydrogen Sulfide Monitors",4
"40 76 36","Sulfur Dioxide Analyzers",4
"40 76 39","Carbon Dioxide Analyzers",4
"40 76 43","Carbon Monoxide Analyzers",4
"40 76 53","Dewpoint/Moisture Analyzers",4
"40 76 56","Gas Density Analyzers",4
"40 76 63","Flue Gas Analyzers",4
"40 76 66","NO/NOX Analyzers",4
"40 76 73","Hydrocarbon Analyzers",4
"40 76 76","Gas Chromatograph Analyzers",4
"40 76 79","Vapor Pressure Analyzers",4
"40 76 83","Mass Spectrometers",4
"40 77 00","Position and Motion Measurement",3
"40 77 13","Acceleration Measurement Devices",4
"40 77 16","Proximity Measurement Devices",4
"40 77 19","Vibration Velocity Measurement Devices",4
"40 77 23","Vibration Monitoring Systems",4
"40 77 26","Position, Speed, and Motion Measurement Devices",4
"40 78 00","Panel Mounted Instruments",3
"40 78 13","Indicators and Meters",4
"40 78 16","Indicating Lights",4
"40 78 19","Switches and Push Buttons",4
"40 78 23","Potentiometers and Manual Controllers",4
"40 78 26","Chart Recorders",4
"40 78 33","Annunciators",4
"40 78 43","Single-Loop Controllers",4
"40 78 53","Relays",4
"40 78 56","Isolators, Intrinsically-Safe Barriers, and Surge Suppressors",4
"40 78 59","Power Supplies",4
"40 78 63","Alarm Dialers",4
"40 79 00","Miscellaneous Instruments, Calibration Equipment, Instrument Valves, and Fittings",3
"40 79 13","Nuclear Mass-Measuring Scales",4
"40 79 23","Instrument Calibration Equipment",4
"40 79 26","Instrument Programming Equipment",4
"40 79 33","Current-to-Pressure Converters",4
"40 79 36","Voltage-to-Pressure Converters",4
"40 79 39","Signal Conditioners and Converters",4
"40 79 43","Deadweight Testers",4
"40 79 46","Flame Scanners",4
"40 79 63","Instrument Tubing",4
"40 79 66","Instrument Valve Manifolds, Valves, and Fittings",4
"40 80 00","Commissioning of Process Systems",2
"40 90 00","Primary Control Devices",2
"40 91 00","Primary Control Valves",3
"40 91 13","Electrically-Operated Primary Control Valves",4
"40 91 16","Hydraulically-Operated Primary Control Valves",4
"40 91 19","Pneumatically-Operated Primary Control Valves",4
"40 91 23","Solenoid Primary Control Valves",4
"40 91 26","Specialty Primary Control Valves",4
"40 92 00","Self-Contained Flow Controllers",3
"40 93 00","Linear Actuators and Positioners",3
"40 94 00","Self-Contained Pressure Regulators",3
"40 95 00","Rotary Actuators",3
"40 96 00","Saturable Core Reactors",3
"40 97 00","Variable Frequency Drives",3
"41 00 00","Material Processing and Handling Equipment",1
"41 01 00","Operation and Maintenance of Material Processing and Handling Equipment",3
"41 01 52","Operation and Maintenance of Bulk Materials Storage",4
"41 01 52.13","Storage Bin and Hopper Cleaning",5
"41 01 52.16","Silo Cleaning",5
"41 05 00","Common Work Results for Material Processing and Handling Equipment",3
"41 05 05","Selective Demolition for Material Processing and Handling Equipment",4
"41 06 00","Schedules for Material Processing and Handling Equipment",3
"41 06 10","Schedules for Bulk Material Processing Equipment",4
"41 06 20","Schedules for Piece Material Handling Equipment",4
"41 06 30","Schedules for Manufacturing Equipment",4
"41 06 40","Schedules for Container Processing and Packaging",4
"41 06 50","Schedules for Material Storage",4
"41 06 60","Schedules for Mobile Plant Equipment",4
"41 08 00","Commissioning of Material Processing and Handling Equipment",3
"41 08 10","Commissioning of Bulk Material Processing Equipment",4
"41 08 20","Commissioning of Piece Material Handling Equipment",4
"41 08 30","Commissioning of Manufacturing Equipment",4
"41 08 40","Commissioning of Container Processing and Packaging",4
"41 08 50","Commissioning of Material Storage",4
"41 08 60","Commissioning of Mobile Plant Equipment",4
"41 10 00","Bulk Material Processing Equipment",2
"41 11 00","Bulk Material Sizing Equipment",3
"41 11 13","Bulk Material Agglomerators",4
"41 11 16","Bulk Material Air Mill Classifiers",4
"41 11 19","Bulk Material Centrifuges",4
"41 11 23","Bulk Material Crushers",4
"41 11 26","Bulk Material Cyclones",4
"41 11 29","Bulk Material Fluid Bed Separators",4
"41 11 33","Bulk Material Grinders",4
"41 11 36","Bulk Material Homogenizers",4
"41 11 39","Bulk Material Lump Breakers",4
"41 11 43","Bulk Material Mills",4
"41 11 46","Bulk Material Pulverizers",4
"41 11 49","Bulk Material Screens",4
"41 11 53","Bulk Material Shredders",4
"41 11 56","Bulk Material Sieves",4
"41 12 00","Bulk Material Conveying Equipment",3
"41 12 13","Bulk Material Conveyors",4
